,ACCT_NUM,ATA,AID,BPOA,EPOA,A,MAIN,SUB,GWA_TAS_NAME,Agency AID,Agency Name,ADMIN_ORG,Admin Org Name,FR Entity Type,FR Entity Description,Financial Indicator Type2,FIN_IND_TYP2 description,Function Code,Function Description,Sub Function Code,Sub Function Description,DT_TM_ESTAB,DT_END
129,58998, ,000,2013,2017, ,0110,000,"Salaries, Officers and Employees, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2012,
130,56028, ,000,2013,2017, ,0126,000,"Contingent Expenses, Secretary of the Senate, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2012,
131,56029, ,000,2013,2017, ,0127,000,"Contingent Expenses, Sergeant at Arms and Doorkeeper of the Senate, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2012,
132,59600, ,000,2014,2014, ,0100,000,"Compensation of Members and Related Administrative Expenses, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
133,59601, ,000,2014,2014, ,0107,000,"Expense Allowances of the Vice President, the President Pro Tempore, Majority and Minority Leaders, Majority and Minority Whips, and Chairmen of the Majority and Minority Conference Committees, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
134,59602, ,000,2014,2014, ,0108,000,"Representation Allowances for the Majority and Minority Leaders, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
135,59603, ,000,2014,2014, ,0110,000,"Salaries, Officers and Employees, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
136,59604, ,000,2014,2014, ,0123,000,"Contingent Expenses, Miscellaneous Items, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
137,59605, ,000,2014,2014, ,0126,000,"Contingent Expenses, Secretary of the Senate, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
138,59606, ,000,2014,2014, ,0127,000,"Contingent Expenses, Sergeant at Arms and Doorkeeper of the Senate, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
139,59607, ,000,2014,2014, ,0128,000,"Contingent Expenses of the Senate, Inquiries and Investigations, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
140,59608, ,000,2014,2014, ,0129,000,"Contingent Expenses, United States Senate Caucus on International Narcotics Control, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
141,59609, ,000,2014,2014, ,0130,000,"Contingent Expenses, Senator's Official Personnel and Office Expense Account, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
142,59610, ,000,2014,2014, ,0132,000,"Official Mail Costs, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
143,59611, ,000,2014,2014, ,0171,000,"Salaries and Expenses, Office of Senate Legal Counsel, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
144,59612, ,000,2014,2014, ,0172,000,"Expense Allowance for the Secretary of the Senate, Sergeant at Arms and Doorkeeper of the Senate and Secretaries for the Majority and for the Minority of the Senate, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
145,59613, ,000,2014,2014, ,0181,000,"Salaries and Contingent Expenses, Joint Economic Committee, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
146,59614, ,000,2014,2014, ,0185,000,"Salaries and Expenses, Office of the Legislative Counsel of the Senate, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
147,59615, ,000,2014,2014, ,0190,000,"Office of Congressional Accessibility Services, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
148,59616, ,000,2014,2014, ,0200,000,"Compensation of Members and Related Administrative Expenses, House of Representatives",000,Congress,02,House of Representatives - Sergeant at Arms,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
149,59617, ,000,2014,2014, ,0400,000,"Salaries and Expenses, House of Representatives",000,Congress,04,Clerk of the House of Representatives,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
150,59618, ,000,2014,2014, ,0425,000,"Contingent Expenses, Office of the Attending Physician, House of Represenatatives",000,Congress,04,Clerk of the House of Representatives,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
151,59619, ,000,2014,2014, ,0460,000,"Contingent Expenses, Joint Committee on Taxation, House of Representatives",000,Congress,04,Clerk of the House of Representatives,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
152,59620, ,000,2014,2014, ,0499,000,"Statement of Appropriations, House of Representatives",000,Congress,04,Clerk of the House of Representatives,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
153,61318, ,000,2014,2015, ,0128,000,"Contingent Expenses of the Senate, Inquiries and Investigations, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
154,59621, ,000,2014,2015, ,0186,000,"Joint Congressional Committee on Inaugural Ceremonies of 2013, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
155,59622, ,000,2014,2015, ,0400,000,"Salaries and Expenses, House of Representatives",000,Congress,04,Clerk of the House of Representatives,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
156,67438, ,000,2014,2016, ,0110,000,"Salaries, Officers and Employees, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
157,59623, ,000,2014,2016, ,0123,000,"Contingent Expenses, Miscellaneous Items, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
158,59624, ,000,2014,2016, ,0128,000,"Contingent Expenses of the Senate, Inquiries and Investigations,Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
159,59625, ,000,2014,2016, ,0130,000,"Contingent Expenses, Senators' Official Personnel and Office Expenses Account, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
160,59626, ,000,2014,2016, ,0185,000,"Salaries and Expenses, Office of the Legislative Counsel of the Senate, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
161,59627, ,000,2014,2016, ,0400,000,"Salaries and Expenses, House of Representatives",000,Congress,04,Clerk of the House of Representatives,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
162,61479, ,000,2014,2017, ,0126,000,"Contingent Expenses, Secretary of the Senate, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
163,59628, ,000,2014,2018, ,0126,000,"Contingent Expenses, Secretary of the Senate, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
164,59629, ,000,2014,2018, ,0127,000,"Contingent Expenses, Sergeant at Arms and Doorkeeper of the Senate, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2013,
165,62697, ,000,2015,2015, ,0100,000,"Compensation of Members and Related Administrative Expenses, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
166,62698, ,000,2015,2015, ,0107,000,"Expense Allowances of the Vice President, the President Pro Tempore, Majority and Minority Leaders, Majority and Minority Whips, and Chairmen of the Majority and Minority Conference Committees, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
167,62699, ,000,2015,2015, ,0108,000,"Representation Allowances for the Majority and Minority Leaders, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
168,62700, ,000,2015,2015, ,0110,000,"Salaries, Officers and Employees, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
169,62701, ,000,2015,2015, ,0123,000,"Contingent Expenses, Miscellaneous Items, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
170,62702, ,000,2015,2015, ,0126,000,"Contingent Expenses, Secretary of the Senate, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
171,62703, ,000,2015,2015, ,0127,000,"Contingent Expenses, Sergeant at Arms and Doorkeeper of the Senate, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
172,62704, ,000,2015,2015, ,0128,000,"Contingent Expenses of the Senate, Inquiries and Investigations, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
173,62705, ,000,2015,2015, ,0129,000,"Contingent Expenses, United States Senate Caucus on International Narcotics Control, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
174,62706, ,000,2015,2015, ,0130,000,"Contingent Expenses, Senator's Official Personnel and Office Expense Account, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
175,62707, ,000,2015,2015, ,0132,000,"Official Mail Costs, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
176,62708, ,000,2015,2015, ,0171,000,"Salaries and Expenses, Office of Senate Legal Counsel, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
177,62709, ,000,2015,2015, ,0172,000,"Expense Allowance for the Secretary of the Senate, Sergeant at Arms and Doorkeeper of the Senate and Secretaries for the Majority and for the Minority of the Senate, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
178,62710, ,000,2015,2015, ,0181,000,"Salaries and Contingent Expenses, Joint Economic Committee, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
179,62711, ,000,2015,2015, ,0185,000,"Salaries and Expenses, Office of the Legislative Counsel of the Senate, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
180,62712, ,000,2015,2015, ,0190,000,"Office of Congressional Accessibility Services, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
181,62880, ,000,2015,2015, ,0200,000,"Compensation of Members and Related Administrative Expenses, House of Representatives",000,Congress,02,House of Representatives - Sergeant at Arms,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
182,62713, ,000,2015,2015, ,0400,000,"Salaries and Expenses, House of Representatives",000,Congress,04,Clerk of the House of Representatives,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
183,62714, ,000,2015,2015, ,0425,000,"Contingent Expenses, Office of the Attending Physician, House of Represenatatives",000,Congress,04,Clerk of the House of Representatives,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
184,62715, ,000,2015,2015, ,0460,000,"Contingent Expenses, Joint Committee on Taxation, House of Representatives",000,Congress,04,Clerk of the House of Representatives,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
185,62716, ,000,2015,2016, ,0186,000,"Joint Congressional Committee on Inaugural Ceremonies of 2013, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
186,62717, ,000,2015,2016, ,0400,000,"Salaries and Expenses, House of Representatives",000,Congress,04,Clerk of the House of Representatives,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
187,67439, ,000,2015,2017, ,0110,000,"Salaries, Officers and Employees, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
188,62718, ,000,2015,2017, ,0123,000,"Contingent Expenses, Miscellaneous Items, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
189,62719, ,000,2015,2017, ,0128,000,"Contingent Expenses of the Senate, Inquiries and Investigations,Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
190,62720, ,000,2015,2017, ,0130,000,"Contingent Expenses, Senators' Official Personnel and Office Expenses Account, Senate",000,Congress,01,Clerk of the Senate,0000,Non - Reporting, , ,800,General Government,801,Legislative functions,10/01/2014,
